original_title,director,cast,production_companies,genres,keywords,runtime,release_date,release_year,budget,budget_adj,revenue,revenue_adj,vote_count,vote_average,popularity,has_homepage
å¤ªæžå¼ ä¸‰ä¸°,Yuen Woo-Ping,Jet Li|Michelle Yeoh|Chin Siu-Ho|Fennie Yuen Kit-Ying|Yue Hoi,Golden Harvest Company|Eastern Productions,Action|Comedy|Drama|Thriller,buddhism|monk|rebel|martial arts|emperor,96,1993-11-18,1993,0,0,0,0,29,7.0,0.265865,False
My Life,Bruce Joel Rubin,Michael Keaton|Nicole Kidman|Bradley Whitford|Queen Latifah|Michael Constantine,Columbia Pictures Corporation|Zucker Brothers Productions|Capella Films,Drama|Romance,baby|cancer|independent film|death|expectant mother,114,1993-11-12,1993,0,0,27484464,41486972,19,5.9,0.38774000000000003,False
The Three Musketeers,Stephen Herek,Charlie Sheen|Kiefer Sutherland|Chris O'Donnell|Oliver Platt|Tim Curry,Walt Disney Pictures|Caravan Pictures,Action|Adventure|Comedy,paris|musketeer,105,1993-11-11,1993,30000000,45284098,53898845,81358687,112,5.9,0.794564,True
Carlito's Way,Brian De Palma,Al Pacino|Sean Penn|Penelope Ann Miller|John Leguizamo|Ingrid Rogers,Universal Pictures|Epic Productions|Bregman/Baer Productions,Action|Crime|Drama|Thriller,prison|1970s|puerto rican|release from prison|criminal past,144,1993-11-10,1993,30000000,45284098,36516012,55119823,394,7.4,0.885824,False
RoboCop 3,Fred Dekker,Robert John Burke|Nancy Allen|Mario Machado|Jodi Long|John Posey,Orion Pictures,Action|Adventure|Crime|Science Fiction|Thriller,cyborg|dystopia|police|sequel|policeman,104,1993-11-05,1993,22000000,33208339,10696210,16145607,169,4.2,0.789429,False
The Remains of the Day,James Ivory,Anthony Hopkins|Emma Thompson|James Fox|Christopher Reeve|Hugh Grant,Columbia Pictures|Merchant Ivory Productions,Drama|Romance,newspaper|butler|country house|loyalty|flower,134,1993-11-05,1993,11500000,17358904,23237911,35076928,96,7.1,0.574693,False
Look Who's Talking Now!,Tom Ropelewski,John Travolta|Kirstie Alley|Lysette Anthony|Diane Keaton|Danny DeVito,TriStar Pictures,Romance|Comedy|Family,siblings|monolog|puppy|dog|family,96,1993-11-05,1993,0,0,0,0,101,4.8,0.48588000000000003,False
Necronomicon,Christophe Gans|Shusuke Kaneko|Brian Yuzna,Jeffrey Combs|Bruce Payne|Belinda Bauer|Richard Lynch|Bess Meyer,Davis-Films,Horror,,96,1993-11-01,1993,0,0,0,0,12,4.8,0.246549,False
"Double, Double, Toil and Trouble",Stuart Margolin,Mary-Kate Olsen|Ashley Olsen|Cloris Leachman|Phil Fondacaro|Eric McCormack,Dualstar Productions,Family,halloween|twins,96,1993-10-30,1993,0,0,0,0,12,6.1,0.226302,False
Fatal Instinct,Carl Reiner,Armand Assante|Sherilyn Fenn|Kate Nelligan|Sean Young|Christopher McDonald,Metro-Goldwyn-Mayer (MGM),Comedy,spoof|private detective,91,1993-10-29,1993,0,0,0,0,16,5.4,0.337421,False
The House of the Spirits,Bille August,Meryl Streep|Glenn Close|Jeremy Irons|Winona Ryder|Antonio Banderas,Det Danske Filminstitut|Spring Creek Productions|Eurimages|Costa do Castelo Filmes|Neue Constantin Film,Romance|Drama,central and south america|violence in family|farm worker|farm|coup d'etat,140,1993-10-19,1993,25000000,37736749,6,9,52,6.7,0.450208,False
Judgment Night,Stephen Hopkins,Emilio Estevez|Cuba Gooding Jr.|Denis Leary|Jeremy Piven|Peter Greene,Largo Entertainment|JVC Entertainment Networks,Action|Thriller|Crime,chicago|drug dealer|boxing match|escape|one night,110,1993-10-15,1993,0,0,12136938,18320343,36,6.4,0.815631,False
The Beverly Hillbillies,Penelope Spheeris,Jim Varney|Diedrich Bader|Erika Eleniak|Cloris Leachman|Lily Tomlin,20th Century Fox,Comedy,arkansas|oil|based on tv series|billionaire|hillbilly,93,1993-10-15,1993,0,0,0,0,40,5.3,0.262971,False
Fearless,Peter Weir,Jeff Bridges|Isabella Rossellini|Rosie Perez|Tom Hulce|John Turturro,Spring Creek Productions|Warner Bros.,Drama,grief|disaster|guilt|mental health,122,1993-10-15,1993,0,0,0,0,23,6.5,0.546652,False
Ticks,Tony Randel,Ami Dolenz|Seth Green|Clint Howard|Peter Scolari|Rance Howard,,Horror|Science Fiction,animal horror,85,1993-10-12,1993,2000000,3018939,0,0,13,5.2,0.168519,False
The Nightmare Before Christmas,Henry Selick,Danny Elfman|Chris Sarandon|Catherine O'Hara|William Hickey|Glenn Shadix,Walt Disney Pictures|Tim Burton Animation Company|Tim Burton Productions|Skellington Productions Inc.|Touchstone Pictures,Fantasy|Animation|Family,holiday|fire|santa claus|magic|halloween,76,1993-10-09,1993,18000000,27170459,75634409,114167868,1172,7.4,2.455618,False
Mr. Nanny,Michael Gottlieb,Hulk Hogan|David Johansen|Madeline Zima|Robert Hy Gorman|Sherman Hemsley,New Line Cinema,Family|Comedy|Action,nanny|wrestler,84,1993-10-08,1993,0,0,0,0,25,5.2,0.13078,False
Gettysburg,Ronald F. Maxwell,Jeff Daniels|Tom Berenger|Martin Sheen|Sam Elliott|Stephen Lang,TriStar Television|Esparza / Katz Productions,War|Drama|History,civil war|troops|independence day|army|battle,254,1993-10-08,1993,0,0,25000000,37736749,46,6.4,0.46708299999999997,False
Demolition Man,Marco Brambilla,Sylvester Stallone|Wesley Snipes|Sandra Bullock|Nigel Hawthorne|Benjamin Bratt,Silver Pictures|Warner Bros.,Action|Adventure|Comedy|Science Fiction,helicopter|martial arts|crime fighter|social control|museum,115,1993-10-08,1993,57000000,86039787,159055768,240089904,580,6.1,1.9602169999999999,True
Mr. Jones,Mike Figgis,Richard Gere|Lena Olin|Anne Bancroft|Tom Irwin|Delroy Lindo,TriStar Pictures|Rastar Films,Drama|Romance,depression|therapist|symphony|piano|psychiatrist patient relationship,114,1993-10-08,1993,0,0,0,0,14,5.5,0.32051,False
The Making of 'The Nightmare Before Christmas',,Mike Belzer|Tim Burton|Bonita DeCarlo|Greg Dykstra|Danny Elfman,Buena Vista Home Entertainment,Documentary,behind the scenes|stop motion animation|animation|making of,25,1993-10-03,1993,0,0,0,0,15,7.5,0.118854,False
Killing Zoe,Roger Avary,Eric Stoltz|Julie Delpy|Jean-Hugues Anglade|Tai Thai|Bruce Ramsay,Live Entertainment,Action|Crime|Drama|Thriller,paris|prostitute|robbery|drug abuse|aids,96,1993-10-01,1993,1500000,2264204,418961,632409,46,5.8,0.32060700000000003,False
Return of the Living Dead 3,Brian Yuzna,Melinda Clarke|J. Trevor Edmond|Kent McCord|Sarah Douglas|James T. Callahan,Ozla Productions,Horror|Romance|Science Fiction,gang|zombies,97,1993-10-01,1993,2000000,3018939,54207,81823,34,5.6,0.12898199999999999,False
Cannibal! The Musical,Trey Parker,Trey Parker|Dian Bachar|Ian Hardin|Jon Hegel|Masao Maki,Avenging Conscience|Troma Entertainment|Cannibal Films Ltd.,Comedy|History|Horror,musical,97,1993-10-01,1993,125000,188683,0,0,19,6.7,0.18166500000000002,True
For Love or Money,Barry Sonnenfeld,Michael J. Fox|Gabrielle Anwar|Anthony Higgins|Fyvush Finkel|Sandra Reaves-Phillips,Universal Studios|Imagine Entertainment,Comedy|Romance,hotel|lover (female)|concierge|deception|mistress,94,1993-10-01,1993,30000000,45284098,11146270,16824959,35,5.4,0.892862,False
Sirens,John Duigan,Hugh Grant|Tara Fitzgerald|Sam Neill|Elle Macpherson|Portia de Rossi,Miramax Films|Sarah Radclyffe Productions - Sirens Limited|British Screen Finance Ltd|Samson Productions II,Comedy|Drama,female nudity|pastor|married couple|seduction|painting,98,1993-10-01,1993,0,0,7770731,11729685,15,5.4,0.44906599999999997,False
Cool Runnings,Jon Turteltaub,Leon Robinson|Doug E. Doug|Rawle D. Lewis|Malik Yoba|John Candy,Walt Disney,Comedy,winter|trainer|olympic games|jamaica|training camp,98,1993-09-30,1993,14000000,21132579,154864401,233763161,289,6.8,0.980554,False
Malice,Harold Becker,Alec Baldwin|Nicole Kidman|Bill Pullman|Bebe Neuwirth|George C. Scott,Columbia Pictures|New Line Cinema|Castle Rock Entertainment|Nelvana Limited,Drama|Crime,married couple|insurance fraud|boarder|suspense|child wish,107,1993-09-29,1993,0,0,46405336,70047460,47,6.0,0.5109319999999989,False
Germinal,Claude Berri,Miou-Miou|GÃ©rard Depardieu|Renaud|Jean Carmet|Judith Henry,,Drama|Romance,industrial revolution,160,1993-09-29,1993,0,0,0,0,18,6.3,0.299195,False
The Good Son,Joseph Ruben,Macaulay Culkin|Elijah Wood|Wendy Crewson|David Morse|Daniel Hugh Kelly,Twentieth Century Fox Film Corporation,Drama|Horror|Thriller,suspense|business trip|child psychiatrist|fratricide|opening in the ice,87,1993-09-24,1993,17000000,25660989,44456478,67105718,94,6.2,0.611772,False
The Program,David S. Ward,James Caan|Halle Berry|Omar Epps|Craig Sheffer|Kristy Swanson,Touchstone Pictures,Drama,american football|sport,112,1993-09-24,1993,0,0,23042200,34781508,15,5.9,0.27963499999999997,False
Dazed and Confused,Richard Linklater,Jason London|Rory Cochrane|Wiley Wiggins|Sasha Jenson|Michelle Burke,Gramercy Pictures|Alphaville Productions,Comedy|Drama,1970s|texas|summer|teenager,102,1993-09-24,1993,6900000,10415342,7993039,12065252,320,7.3,1.242232,False
The Thief and the Cobbler,Richard Williams,Vincent Price|Anthony Quayle|Sean Connery|Joan Sims|Paul Matthews,Richard Williams Productions,Fantasy|Animation|Science Fiction|Family,,72,1993-09-23,1993,0,0,0,0,14,6.3,0.0149919999999999,False
Surf Ninjas,Neal Israel,"Rob Schneider|Ernie Reyes, Jr.|Tone Loc|John Karlen|Nicolas Cowan",New Line Cinema,Action|Adventure|Comedy|Family,surfing|surf|ninjas,87,1993-09-20,1993,0,0,4916135,7420758,20,5.3,0.41851499999999997,False
Rudy,David Anspaugh,Sean Astin|Jon Favreau|Ned Beatty|Greta Lind|Scott Benjaminson,TriStar Pictures,Drama,american football|biography|sport|family relationships|aspiration,114,1993-09-17,1993,12000000,18113639,22750363,34340989,113,7.2,0.48521099999999995,False
The Age of Innocence,Martin Scorsese,Daniel Day-Lewis|Michelle Pfeiffer|Winona Ryder|Alexis Smith|Geraldine Chaplin,Columbia Pictures,Drama|Romance,upper class|new york|lover|countess|lawyer,139,1993-09-17,1993,34000000,51321978,32255440,48688617,76,6.7,0.56486,False
Striking Distance,Rowdy Herrington,Bruce Willis|Sarah Jessica Parker|Dennis Farina|Tom Sizemore|Brion James,Columbia Pictures Industries|Columbia Films S.A.,Crime|Action|Mystery|Thriller,philadelphia|boat|observer|serial killer|homicide detective,102,1993-09-17,1993,30,45,0,0,108,5.3,0.636582,False
Naked,Mike Leigh,David Thewlis|Lesley Sharp|Katrin Cartlidge|Greg Cruttwell|Claire Skinner,Thin Man Films,Comedy|Drama,reference to the book of revelation,131,1993-09-14,1993,0,0,0,0,36,6.8,0.43377299999999996,False
A Bronx Tale,Robert De Niro,Robert De Niro|Chazz Palminteri|Lillo Brancato|Francis Capra|Taral Hicks,HBO Films|Savoy Pictures,Drama|Crime,gambling|father-son relationship|black people|italo-american|italian,121,1993-09-14,1993,22000000,33208339,17287898,26095562,227,7.2,0.756988,False
Romeo Is Bleeding,Peter Medak,Gary Oldman|Lena Olin|Annabella Sciorra|Juliette Lewis|Roy Scheider,Working Title Films|Polygram Filmed Entertainment|Hilary Henkin,Action|Crime|Drama|Thriller,police operation|sex addiction|police|mafia boss|suspense,100,1993-09-13,1993,10000000,15094699,0,0,18,5.6,0.406511,False
Even Cowgirls Get the Blues,Gus Van Sant,Uma Thurman|Lorraine Bracco|Pat Morita|Angie Dickinson|Keanu Reeves,Fine Line Features,Western|Drama|Comedy|Romance,transvestism|lesbian|cowgirl|hitchhiking|lbgt,96,1993-09-13,1993,8000000,12075759,0,0,14,4.5,0.293473,False
Just One of the Girls,Michael Keusch,Corey Haim|Nicole Eggert|Cameron Bancroft|Johannah Newmarch|Kevin McNulty,Entertainment Securities,Comedy,cheerleader|role reversal|high school,91,1993-09-13,1993,0,0,0,0,10,6.4,0.152064,False
Cronos,Guillermo del Toro,Federico Luppi|Ron Perlman|Claudio Brook|Margarita Isabel|Tamara Shanath,CNCAIMC,Drama|Horror|Thriller,industrialist|scarab|invention|immortality|aging,94,1993-09-12,1993,0,0,0,0,57,5.9,0.22561599999999998,False
And the Band Played On,Roger Spottiswoode,Matthew Modine|Alan Alda|Patrick Bauchau|Anjelica Huston|Richard Gere,HBO Films,Drama,gay|aids|made for cable tv|hiv|doctor,140,1993-09-11,1993,0,0,0,0,12,4.4,0.327666,False
Freaked,Alex Winter|Tom Stern,Brooke Shields|William Sadler|Alex Winter|Randy Quaid|Michael Stoyanov,Tommy,Comedy,,86,1993-09-11,1993,0,0,0,0,10,5.3,0.284435,False
Undercover Blues,Herbert Ross,Kathleen Turner|Dennis Quaid|Fiona Shaw|Stanley Tucci|Larry Miller,Metro-Goldwyn-Mayer (MGM),Comedy|Crime,baby|married couple|arms dealer|vacation|agent,90,1993-09-10,1993,0,0,12416686,18742614,15,5.8,0.191825,False
The Real McCoy,Russell Mulcahy,Kim Basinger|Val Kilmer|Terence Stamp|David Dwyer|Gailard Sartain,Universal Pictures,Action|Crime|Drama|Thriller,prison|master thief|motherly love|bank robbery,100,1993-09-10,1993,0,0,0,0,21,5.6,0.27659,False
M. Butterfly,David Cronenberg,Jeremy Irons|John Lone|Barbara Sukowa|Ian Richardson|Annabel Leventon,Geffen Pictures|Warner Bros.,Drama|Romance,china|opera singer,101,1993-09-09,1993,0,0,1499795,2263895,11,6.4,0.288407,False
True Romance,Tony Scott,Christian Slater|Patricia Arquette|Michael Rapaport|Bronson Pinchot|Gary Oldman,Davis-Films|August Entertainment|Warner Bros.|Morgan Creek Productions,Action|Thriller|Crime|Romance,father-son relationship|film producer|mexican standoff|loss of father|los angeles,120,1993-09-09,1993,12500000,18868374,12281551,18538632,402,7.3,0.853733,False
The Joy Luck Club,Wayne Wang,Ming-Na Wen|Lauren Tom|Tamlyn Tomita|Rosalind Chao|Kiá»u Chinh,Hollywood Pictures,Drama,based on novel|mother daughter relationship|chinese|family|chinese american,139,1993-09-08,1993,11000000,16604169,32861136,49602897,17,6.8,0.269327,False
Short Cuts,Robert Altman,Julianne Moore|Andie MacDowell|Tim Robbins|Jack Lemmon|Anne Archer,Fine Line Features|Spelling Entertainment|Avenue Entertainment,Comedy|Drama,suicide|loss of son|helicopter|cheating|fishing,187,1993-09-05,1993,0,0,6110979,9224339,52,5.9,0.455445,False
"Clean, Shaven",Lodge Kerrigan,Peter Greene|Alice Levitt|Megan Owen|Jennifer MacDonald|Molly Castelloe,DSM III|Warner Bros.,Drama|Crime,schizophrenia|terror|sex|paranoia|adoption,79,1993-09-05,1993,68000,102643,0,0,11,6.3,0.085248,False
Kalifornia,Dominic Sena,Brad Pitt|David Duchovny|Juliette Lewis|Michelle Forbes|Kathy Larson,Propaganda Films|Kouf/Bigelow Productions,Thriller|Crime,california|journalist|journalism|photographer|highway,117,1993-09-01,1993,9000000,13585229,2395231,3615529,96,6.3,0.76151,True
Bad Boy Bubby,Rolf de Heer,Nicholas Hope|Ralph Cotterill|Claire Benito|Syd Brisbane|Ullie Birve,Australian Film Finance Corporation|Fandango|South Australian Film Corporation|Bubby Productions,Crime|Drama,nurse|cat|torture|buxom|groping,114,1993-09-01,1993,750000,1132102,0,0,28,7.1,0.333014,False
Needful Things,Fraser Clarke Heston,Max von Sydow|Ed Harris|Bonnie Bedelia|Amanda Plummer|J. T. Walsh,New Line Cinema|Castle Rock Entertainment,Action|Drama|Horror|Thriller,sheriff|based on novel|small town|strangeness|manipulation,120,1993-08-27,1993,0,0,0,0,44,6.0,0.521073,False
Father Hood,Darrell James Roodt,Patrick Swayze|Halle Berry|Sabrina Lloyd|Brian Bonsall|Michael Ironside,Hollywood Pictures,Action|Comedy|Family,highway|police|road trip|based on true story|reporter,95,1993-08-27,1993,0,0,3418141,5159581,10,5.9,0.200168,False
Only the Strong,Sheldon Lettich,Mark Dacascos|Geoffrey Lewis|Stacey Travis|Paco Christian Prieto|Todd Susman,20th Century Fox,Action,,99,1993-08-27,1993,6000000,9056819,3283371,4956149,12,6.7,0.207999,False
The Man Without a Face,Mel Gibson,Mel Gibson|Nick Stahl|Margaret Whitton|Fay Masterson|Gaby Hoffmann,Icon Entertainment International|Warner Bros.,Drama,secret|suspicion|face transplant|friendship|boarding school,114,1993-08-25,1993,0,0,24760338,37374986,46,5.7,0.37588699999999997,False
Hard Target,John Woo,Jean-Claude Van Damme|Arnold Vosloo|Lance Henriksen|Yancy Butler|Sven-Ole Thorsen,Universal Pictures|Renaissance Pictures|Alphaville Films,Action|Adventure|Crime|Thriller,new orleans|mercenary|hunting human beings|money|drifter,97,1993-08-20,1993,18000000,27170459,74189677,111987088,115,5.9,0.595221,False
King of the Hill,Steven Soderbergh,Jesse Bradford|Jeroen KrabbÃ©|Lisa Eichhorn|Karen Allen|Spalding Gray,Gramercy Pictures,Drama,marbles|elevator operator|bellboy|lock child|living alone,103,1993-08-20,1993,0,0,0,0,12,5.4,0.24680300000000002,False
Manhattan Murder Mystery,Woody Allen,Woody Allen|Diane Keaton|Jerry Adler|Alan Alda|Anjelica Huston,TriStar Pictures,Comedy|Crime|Mystery|Thriller,investigation|black comedy|independent film|neighbor|three word title,104,1993-08-18,1993,13500000,20377844,11285588,17035256,69,6.9,0.7553979999999989,False
Heart and Souls,Ron Underwood,Robert Downey Jr.|Charles Grodin|Kyra Sedgwick|Elisabeth Shue|Tom Sizemore,Universal Pictures|Stampede Entertainment|Alphaville Films,Fantasy|Drama|Comedy|Science Fiction|Romance,afterlife,104,1993-08-13,1993,0,0,16589540,25041412,31,6.2,0.375771,False
Jason Goes to Hell: The Final Friday,Adam Marcus,Kane Hodder|John D. LeMay|Kari Keegan|Steven Williams|Steven Culp,New Line Cinema|Sean S. Cunningham Films,Horror|Thriller,series of murders|jason vorhees,87,1993-08-13,1993,3000000,4528409,15,22,86,3.9,0.504169,False
The Secret Garden,Agnieszka Holland,Kate Maberly|Heydon Prowse|Andrew Knott|Maggie Smith|IrÃ¨ne Jacob,American Zoetrope|Warner Bros.,Fantasy|Drama|Family,based on novel|indian|servant|secret|garden,102,1993-08-13,1993,0,0,0,0,113,7.0,0.542485,False
Searching for Bobby Fischer,Steven Zaillian,Max Pomeranc|Joe Mantegna|Joan Allen|Ben Kingsley|Laurence Fishburne,Mirage Enterprises,Drama,chess|hustler|child prodigy|new york city,110,1993-08-13,1993,0,0,7266383,10968386,37,7.2,0.29784299999999997,False
Body Bags,John Carpenter|Tobe Hooper|Larry Sulkis,John Carpenter|Robert Carradine|Alex Datcher|David Naughton|Stacy Keach,Showtime Networks,Horror,baseball|anthology|mechanic|hair loss|horror anthology,94,1993-08-07,1993,0,0,0,0,21,5.3,0.238862,True
The Fugitive,Andrew Davis,Harrison Ford|Tommy Lee Jones|Sela Ward|Julianne Moore|Joe Pantoliano,Warner Bros.,Adventure|Action|Thriller|Crime|Mystery,chicago|showdown|undercover|surgeon|death sentence,130,1993-08-06,1993,44000000,66416678,368875760,556806879,717,7.0,1.708867,False
The Snapper,Stephen Frears,Colm Meaney|Tina Kellegher|Ruth McCabe|Eanna MacLiam|Peter Rowen,Miramax Films|BBC Films,Comedy|Drama,pub|apparition|independent film|mother daughter relationship|irish,91,1993-08-06,1993,0,0,0,0,10,5.6,0.132556,False
My Boyfriend's Back,Bob Balaban,Andrew Lowery|Traci Lind|Danny Zorn|Edward Herrmann|Mary Beth Hurt,Touchstone Pictures,Comedy|Romance,zombies|hen|graveyard|strapped down,85,1993-08-06,1993,0,0,0,0,10,4.8,0.11628800000000002,False
The Meteor Man,Robert Townsend,Robert Townsend|Marla Gibbs|Eddie Griffin|Robert Guillaume|James Earl Jones,Metro-Goldwyn-Mayer (MGM)|Tinsel Townsend,Fantasy|Action|Comedy|Science Fiction|Family,street gang|hero|music teacher|supernatural powers|superhero,100,1993-08-06,1993,30,45,0,0,12,4.8,0.151355,False
Xi yan,Ang Lee,Kuei Ya-Lei|Sihung Lung|May Chin|Winston Chao|Mitchell Lichtenstein,Ang Lee Productions|Good Machine,Comedy|Drama|Romance,gay|new york|father-son relationship|wife husband relationship|coming out,109,1993-08-04,1993,1000000,1509469,6933459,10465848,20,6.8,0.276654,False
Joshua Tree,Vic Armstrong,Dolph Lundgren|Kristian Alfonso|George Segal|Geoffrey Lewis|Beau Starr,Stone Group Pictures|Epico Productions|Horned Toad Productions,Action|Thriller,sports car|revenge|escape|dirty cop|crime,106,1993-08-04,1993,0,0,0,0,14,5.3,0.6420399999999991,False
Fong Sai Yuk juk jaap,Corey Yuen Kwai,Jet Li|Michelle Reis|Josephine Siao|Adam Cheng|Amy Kwok,,Adventure|Action|Comedy|Foreign,sequel,95,1993-07-30,1993,0,0,2967668,4479605,13,6.1,0.211198,False
Rising Sun,Philip Kaufman,Sean Connery|Wesley Snipes|Harvey Keitel|Cary-Hiroyuki Tagawa|Kevin Anderson,Twentieth Century Fox Film Corporation|Walrus & Associates,Action|Drama|Thriller,japan|usa|corruption|detective|journalist,125,1993-07-30,1993,0,0,0,0,98,5.8,0.559697,False
So I Married an Axe Murderer,Thomas Schlamme,Mike Myers|Nancy Travis|Anthony LaPaglia|Amanda Plummer|Brenda Fricker,TriStar Pictures,Comedy|Crime|Romance,butcher|sister|murder|scottish|axe murder,93,1993-07-30,1993,20000000,30189399,11585483,17487938,72,6.2,0.453557,False
Robin Hood: Men in Tights,Mel Brooks,Cary Elwes|Dom DeLuise|Roger Rees|Dave Chappelle|Eric Allan Kramer,Gaumont|Brooksfilms,Comedy,witch|tree house|robin hood|taxes|thief,104,1993-07-28,1993,20000000,30189399,35739755,53948086,273,6.3,1.1767239999999999,False
Coneheads,Steve Barron,Robert Knott|Dan Aykroyd|Jane Curtin|Sinbad|Phil Hartman,Paramount Pictures,Comedy|Science Fiction|Family,extraterrestrial technology|alien life-form|space invasion,88,1993-07-23,1993,0,0,0,0,115,4.8,0.48018299999999997,False
Poetic Justice,John Singleton,Janet Jackson|Tupac Shakur|Regina King|Joe Torry|Tyra Ferrell,Columbia Pictures,Drama|Romance,loss of lover|sadness|los angeles|road movie,109,1993-07-23,1993,14000000,21132579,27515786,41534252,24,6.8,0.313792,True
Another Stakeout,John Badham,Richard Dreyfuss|Emilio Estevez|Rosie O'Donnell|Dennis Farina|Miguel Ferrer,Touchstone Pictures,Action|Comedy,staatsanwÃ¤ltin|cops|gangster|stakeout|police stakeout,105,1993-07-22,1993,0,0,0,0,18,4.9,0.538484,False
Free Willy,Simon Wincer,Jason James Richter|Lori Petty|August Schellenberg|Michael Madsen|Jayne Atkinson,Canal Plus|Regency Enterprises|Alcor Films|Warner Bros.|Donner/Shuler-Donner Productions,Family|Adventure,social work|social worker|human being-animal relationship|whale|freedom,112,1993-07-16,1993,20000000,30189399,153698625,232003457,226,5.9,0.666908,False
Hocus Pocus,Kenny Ortega,Bette Midler|Sarah Jessica Parker|Kathy Najimy|Omri Katz|Thora Birch,Walt Disney Pictures,Comedy|Family|Fantasy,witch|halloween|salem|trick or treating|spellcasting,96,1993-07-16,1993,28000000,42265158,39514713,59646272,278,6.1,0.710505,False
The Thing Called Love,Peter Bogdanovich,River Phoenix|Samantha Mathis|Dermot Mulroney|Sandra Bullock|Anthony Clark,Paramount Pictures,Music|Drama|Romance,country music,116,1993-07-16,1993,14000000,21132579,0,0,14,5.8,0.181726,False
Weekend at Bernie's II,Robert Klane,Andrew McCarthy|Jonathan Silverman|Terry Kiser|Troy Beyer|Barry Bostwick,TriStar Pictures|Artimm,Comedy,re animate|conga|dancing corpse|yanked off bikini top,97,1993-07-09,1993,0,0,0,0,37,5.2,0.448437,False
In the Line of Fire,Wolfgang Petersen,Clint Eastwood|Rene Russo|John Malkovich|Dylan McDermott|Gary Cole,Castle Rock Entertainment|Columbia Pictures Corporation,Action|Drama|Thriller|Crime|Mystery,cia|assassin|running|white house|u.s. president,128,1993-07-08,1993,40000000,60378798,176997168,267171908,170,6.5,1.3559700000000001,False
Rookie of the Year,Daniel Stern,Thomas Ian Nicholas|Colombe Jacobsen-Derstine|Gary Busey|Albert Hall|Amy Morton,Twentieth Century Fox Film Corporation,Comedy|Family,baseball|sport,103,1993-07-07,1993,0,0,53579269,80876297,40,5.8,0.339873,False
12:01,Jack Sholder,Jonathan Silverman|Helen Slater|Martin Landau|Nicolas Surovy|Robin Bartlett,Chanticleer Films|Fox West Pictures|New Line Television,Science Fiction|Thriller,,92,1993-07-05,1993,0,0,0,0,18,5.9,0.143989,False
Son in Law,Steve Rash,Pauly Shore|Carla Gugino|Lane Smith|Tiffani Thiessen|Cindy Pickett,Hollywood Pictures,Comedy|Drama|Romance,college|thanksgiving|farm|liar|pancreas,95,1993-07-02,1993,0,0,36448200,55017463,40,5.9,0.657479,False
The Firm,Sydney Pollack,Tom Cruise|Jeanne Tripplehorn|Gene Hackman|Holly Hunter|Ed Harris,Paramount Pictures|Mirage Enterprises|Davis Entertainment,Drama|Mystery|Thriller,fbi|law|tennessee|lawyer|law firm,154,1993-06-30,1993,42000000,63397738,270248367,407931792,258,6.5,0.743875,False
Sleepless in Seattle,Nora Ephron,Tom Hanks|Meg Ryan|Bill Pullman|Ross Malinger|Rosie O'Donnell,TriStar Pictures,Comedy|Drama|Romance,father-son relationship|lovesickness|journalist|loss of mother|loss of lover,105,1993-06-24,1993,21000000,31698869,227799884,343857082,362,6.4,0.940335,False
Zhong an zu,Kirk Wong,Jackie Chan|Kent Cheng|Law Kar-Ying|Au-Yeung Pui-San|Christine Ng,Golden Harvest Company,Action|Crime|Drama|Foreign|Thriller,hostage|kidnapping|car chase,103,1993-06-24,1993,0,0,194720,293923,18,6.5,0.197668,False
Dennis the Menace,Nick Castle,Walter Matthau|Mason Gamble|Joan Plowright|Christopher Lloyd|Lea Thompson,Hughes Entertainment|Warner Bros. Family Entertainment|Warner Bros.,Family|Comedy,babysitter,94,1993-06-23,1993,35000000,52831448,117270765,177016697,117,5.8,0.7874140000000001,False
Boxing Helena,Jennifer Chambers Lynch,Julian Sands|Sherilyn Fenn|Bill Paxton|Kurtwood Smith|Art Garfunkel,Mainline Pictures,Drama|Romance,dream|nudity|suspense|unrequited love|kidnapping,107,1993-06-18,1993,0,0,1796389,2711595,27,4.6,0.190206,False
Once Upon a Forest,Charles Grosvenor,Michael Crawford|Ben Vereen|Ellen Blain|Benji Gregory|Paige Gosney,Hanna-Barbera Productions,Animation|Family|Adventure,friendship|animal,71,1993-06-18,1993,0,0,6574896,9924608,12,6.1,0.174646,False
Last Action Hero,John McTiernan,Arnold Schwarzenegger|F. Murray Abraham|Art Carney|Charles Dance|Frank McRae,Columbia Pictures Corporation|Oak Productions,Adventure|Fantasy|Action|Comedy|Family,magic|movie in movie|spoof|cartoon cat|ticket,130,1993-06-17,1993,85000000,128304946,137298489,207247944,367,5.8,1.2072450000000001,False
Red Rock West,John Dahl,Nicolas Cage|Dennis Hopper|Lara Flynn Boyle|J. T. Walsh|Timothy Carhart,Propaganda Films|PolyGram Filmed Entertainment,Crime|Drama|Thriller,sheriff|wyoming|hitman|bag of money|films soleil,98,1993-06-16,1993,8000000,12075759,2000000,3018939,27,6.1,0.37406799999999996,False
Jurassic Park,Steven Spielberg,Sam Neill|Laura Dern|Jeff Goldblum|Richard Attenborough|Bob Peck,Universal Pictures|Amblin Entertainment,Adventure|Science Fiction,exotic island|dna|paleontology|tyrannosaurus rex|triceratops,127,1993-06-11,1993,63000000,95096607,920100000,1388863311,3169,7.4,2.204926,True
